Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,MisparKoma1,m_SetachMigrashBayitprati,M_ShuviDira,MbNifkadGalKodem,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,BaayaRech1,BaayaHaznacha1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1
3244,,5,2017,177.7976588,0,0,0,0,0,0,0,0,0,0,0,1956.666667,200004.6667,4,1,3,2,1,,,99999998,1,2,,,,,,1,1,2,3,2,4,3,1,,1,,2,2,4,2,4,1,1,,95,4,3,3,2,2,2,2,1,2,,0,,,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,99999998,99999998,1,99999998,,99999998,,,,
3245,,5,2017,228.7919013,0,0,0,0,0,0,0,0,0,0,0,72592,72592,2,0,2,0,2,,,99999998,1,2,,,,,,2,,6,3,3,4,3,1,,1,,2,2,8,,,,2,3,80,4,2,2,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,
3246,,5,2017,385.2867054,0,0,0,0,0,0,0,0,0,0,0,68600,89468,4,1,3,1,2,,,,1,2,,,,,,2,,1,2,5,4,5,1,,1,,2,2,4,2,2,1,2,,95,3,2,2,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,
3247,,5,2017,270.3776187,0,0,0,0,0,0,0,0,0,0,0,15907.33333,35524.33333,2,0,2,1,1,,,,1,2,,,,,,1,1,1,4,4,4,4,1,,1,,2,2,5,,,,1,,114,3,3,3,2,2,2,1,1,2,,0,,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,
3248,,5,2017,595.5932951,0,0,0,0,0,0,0,0,0,0,0,71298.66667,159031.1667,4,0,4,3,1,,,99999998,1,2,,,,,,1,1,1,3,3,4,5,1,,1,,2,2,4,1,2,1,2,,120,4,3,3,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,99999998,99999998,3,,,,,,,
3250,,5,2017,568.3520706,0,0,0,0,0,0,0,0,0,0,0,28534.66667,28534.66667,7,5,2,1,1,,,,1,2,,,,,,2,,1,5,5,3,3,,1,2,1700,,,4,3,6,3,1,,100,3,4,3,2,2,2,2,1,,,0,,,2,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,,5,2017,414.383057,0,0,0,0,0,0,0,0,0,0,134400,10356,235756,5,0,5,4,1,,,,1,2,,,,,,1,1,5,4,4,4,5,1,,1,,2,2,5,,,,2,,182,3,5,5,1,2,2,1,2,2,,0,2,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,
3252,,5,2017,270.3776187,0,0,0,0,0,0,0,0,0,0,0,2297,2297,2,0,2,1,1,,,99999998,1,2,,,,,,2,,6,3,3,4,3,1,,1,,2,2,4,1,2,1,2,,160,4,4,2,2,2,2,2,2,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,99999998,99999998,3,,,,,,,
3254,,5,2017,203.909985,0,0,0,0,0,0,0,0,0,0,0,26976,26976,6,4,2,1,1,,,,1,2,,,,,,2,,1,3,3,4,3,,,1,,,,4,2,2,1,2,,99999998,,2,2,2,2,2,2,1,2,,0,2,,1,1,99999998,3,3,,,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,99999998,3,,,,,,,,,,,,,2,2,
3255,,5,2017,454.4910577,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,3,2,,,,1,2,,,,,,1,1,2,5,5,3,3,,1,2,2300,,,4,1,4,1,2,,99999998,,5,3,1,2,2,2,2,,,0,1,2,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,,5,2017,57.13512307,0,0,0,0,0,0,0,0,0,0,0,0,105500,2,0,2,1,1,,,,1,2,,,,,,2,,1,3,3,3,3,,,2,1600,,,4,2,4,2,2,,80,4,2,1,2,2,2,2,1,2,,0,2,,,,,3,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,7,,,,,,,,,,,,,,,,
3258,,5,2017,457.3196219,0,0,0,0,0,0,0,0,0,0,0,33852,81852,4,1,3,2,1,,,99999998,1,2,,,,,,2,,2,4,4,3,3,1,,1,,2,2,4,1,4,1,1,,70,4,3,2,2,2,2,2,1,2,,0,,,2,,,3,2,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,1985,3,1,99999999,,99999999,,,,
3259,,5,2017,716.0928919,0,0,0,0,0,0,0,0,0,0,0,4479,136479,6,2,4,2,2,,,99999998,1,2,,,,,,1,1,2,4,4,3,3,1,,1,,2,2,4,2,9,3,2,,110,3,3,3,2,2,2,2,2,2,,1,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,10,1,2,2015,1,99999999,,,,,,,,,,,
3260,,5,2017,527.883795,0,0,0,0,0,0,0,0,0,0,0,82198.83333,166198.8333,8,2,6,3,3,,,99999998,1,2,,,,,,1,1,3,4,4,3,3,1,,1,,2,2,4,1,2,1,2,,60,3,3,2,2,2,2,2,1,2,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,1,1993,12,99999999,,,,,,,,,,,
3261,,5,2017,281.9324043,0,0,0,0,0,0,0,0,0,0,0,43713,115713,2,0,2,0,2,,,99999998,1,2,,,,,,1,1,3,3,3,4,4,1,,1,,2,2,4,2,2,1,2,,45,4,2,1,2,2,2,2,1,2,,0,2,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,99999998,99999998,1,99999998,,99999998,,,,
3262,,5,2017,625.7520684,0,0,0,16800,0,0,0,0,0,0,0,4056,20856,5,2,3,1,2,,,99999998,1,2,,,,,,1,2,2,4,4,4,5,1,,1,,2,2,4,1,2,1,1,,116,4,4,2,2,2,2,2,2,2,,0,,,2,,,3,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1995,4,1,99999998,,99999999,,,,
3263,,5,2017,319.7011343,0,0,0,0,0,0,0,0,0,0,0,0,120000,5,3,2,1,1,,,,1,2,,,,,,1,1,3,3,3,3,3,,1,2,1800,,,4,2,3,2,1,,80,3,3,2,2,2,2,2,1,,,0,,,2,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,,5,2017,487.4313273,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,9,4,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,,5,2017,509.471579,0,0,0,0,0,0,0,0,0,0,0,34104.66667,148104.6667,9,4,5,3,2,,,99999998,1,2,,,,,,1,1,3,5,5,3,3,1,,1,,2,2,4,2,4,2,2,,100,4,2,2,2,2,2,2,1,2,,0,2,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,99999998,99999998,1,99999998,,99999998,,,,
3266,,5,2017,559.3250492,0,0,0,0,0,0,0,0,0,0,0,4056,139771.6667,7,2,5,3,2,,,,1,2,,,,,,1,1,1,4,5,4,5,,1,2,99999998,,,2,1,1,1,2,,60,4,2,2,2,2,2,2,1,,,0,2,,1,1,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,,5,2017,494.3991091,0,0,0,0,0,0,0,0,0,0,0,153868,288268,8,4,4,1,3,,,99999998,1,2,,,,,,1,1,1,3,3,4,5,1,,1,,2,2,4,1,1,1,2,,110,4,3,3,2,2,2,2,1,2,,0,2,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,99999998,1,1,99999998,,99999998,,,,
3268,,5,2017,486.8310116,0,0,0,0,0,0,0,0,0,0,0,6312,76312,5,3,2,1,1,,,,1,2,,,,,,2,,3,3,3,3,3,,1,2,133.285,,,4,1,2,1,2,,70,4,3,2,2,2,2,2,2,2,,0,2,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,,5,2017,554.5360907,0,0,0,0,0,0,0,0,0,0,0,8568,56568,6,4,2,1,1,,,99999998,1,2,,,,,,2,,3,4,4,3,3,1,,1,,2,2,4,1,2,1,2,,99999998,,2,2,2,2,2,2,2,2,,0,2,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,99999998,3,,,,,,,,,,,,,,,
3270,,5,2017,357.3679515,0,0,0,0,0,0,0,0,0,0,0,15916,89017.15152,2,0,2,1,1,,,,1,2,,,,,,2,,3,1,3,1,3,,1,2,4250,,,4,7,3,3,2,,40,2,2,1,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,,5,2017,158.5292513,0,0,0,0,0,0,0,0,0,0,0,12918,210318,1,0,1,0,1,,,,1,2,,,,,,1,1,3,1,3,2,2,,1,2,1400,,,5,,,,2,,65,2,4,4,1,2,2,1,1,2,,0,1,2,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,,5,2017,915.2048856,0,0,0,0,0,0,0,0,0,0,0,18655.83333,192715.8333,6,4,2,1,1,,,,1,2,,,,,,2,,5,3,3,2,3,,1,2,4200,,,1,2,3,2,2,,75,3,3,3,1,2,2,2,2,,,0,1,1,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,,5,2017,1494.639055,0,0,0,0,0,0,0,0,0,24000,0,17109.58333,119109.5833,6,4,2,1,1,,,400000,1,2,,,,,,2,,5,3,2,3,2,1,,1,,2,2,4,2,5,2,2,,74,3,3,3,1,2,2,2,1,2,,0,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,1,1,2009,6,99999998,,,,,,,,,,,
3277,,5,2017,254.1332248,0,0,0,0,0,0,12000,0,0,0,0,44610.33333,56610.33333,2,0,2,1,1,,,99999998,2,2,,,,,,2,,1,2,4,99999998,4,,,1,,,,5,,,,1,,155,3,2,1,1,1,1,2,3,2,,0,,,1,1,10,3,3,6,3,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6,2,,,,,,1990,99999998,1,18000,1,100000,1,2,2,
3278,,5,2017,401.9850449,0,0,0,0,0,0,0,0,0,0,72000,28624.91667,350674.9167,4,0,4,2,2,,500,4500000,1,1,1,2,1,2,2,1,3,4,2,3,4,4,1,,1,,2,2,8,,,,1,,180,4,5,5,1,2,1,2,5,1,2,0,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1999,8,1,99999998,,99999998,,,,
3279,,5,2017,333.683856,0,0,0,0,0,0,0,0,0,0,0,0,224400,3,0,3,2,1,,2000,1500000,1,2,,,,,,1,1,4,3,3,4,3,1,,1,,2,2,8,,,,1,,180,3,5,5,2,2,1,2,2,2,,0,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,1,1985,8,200000,7,,,,,,,,,,3
3280,,5,2017,449.1850727,0,0,0,0,0,0,0,0,0,0,0,6359,90359,5,3,2,1,1,,,,1,2,,,,,,1,1,3,4,4,3,3,,1,2,2800,,,4,2,4,2,2,,120,4,2,2,2,2,2,2,2,2,,0,2,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,,5,2017,566.7864409,0,0,0,0,0,0,0,0,0,0,0,3727,186931,4,2,2,1,1,,,400000,1,2,,,,,,1,1,1,99999998,3,2,3,1,,1,,2,2,4,1,4,1,2,,150,4,5,5,1,2,2,2,3,2,,0,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,99999998,99999998,3,,,,,,,
3283,,5,2017,130.6837003,0,0,0,0,0,0,0,0,0,0,0,22250,101450,2,1,1,1,0,,,99999998,1,2,,,,,,1,1,1,3,3,4,3,1,,1,,2,2,1,1,4,1,2,,130,4,3,3,1,2,2,2,2,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,99999998,99999998,1,20000,1,500000,1,,,
3284,,5,2017,567.7519406,0,0,0,0,0,0,0,0,0,0,0,3156.916667,243156.9167,1,0,1,1,0,,,,1,2,,,,,,1,1,2,3,3,2,2,,1,2,3000,,,2,4,6,4,2,,70,2,4,4,2,1,2,2,2,2,,1,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,,5,2017,516.8901517,0,0,0,0,0,0,0,0,0,0,0,8568,62568,6,4,2,1,1,,,,1,2,,,,,,1,1,3,4,4,3,3,,1,2,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,,5,2017,544.9208824,0,0,0,0,0,0,0,0,0,0,0,54753.33333,186753.3333,7,3,4,2,2,,,,1,2,,,,,,1,1,2,5,5,3,3,,1,2,2700,,,4,2,3,2,2,,99999998,,3,3,2,2,2,2,1,2,,0,2,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,,5,2017,104.7479901,0,0,0,0,0,0,0,0,0,0,0,0,104621,1,0,1,1,0,,,99999998,1,2,,,,,,1,1,4,99999998,2,2,2,1,,1,,2,2,8,,,,2,99999998,99999998,,5,5,1,2,2,1,2,2,,0,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,1,99999998,99999998,99999998,,,,,,,,,,,
3290,,5,2017,768.660966,0,0,0,0,0,0,0,0,0,0,6400,11132.91667,157532.9167,3,0,3,2,1,,,,2,1,1,2,1,2,2,1,1,5,3,1,3,3,,,2,3550,,,4,2,5,2,2,,120,4,4,3,2,2,2,1,2,1,3,1,2,,,,,2,3,99999998,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
3292,,5,2017,189.6140792,0,0,0,0,0,0,0,0,0,0,0,18264,18264,1,0,1,0,1,,,,1,2,,,,,,2,,1,3,3,4,3,,,3,,,,4,1,3,1,2,,120,4,3,3,2,2,1,2,1,2,,0,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,,5,2017,402.4498254,0,0,0,0,0,0,0,0,0,0,0,6758,105158,4,2,2,1,1,,,,2,2,,,,,,1,1,2,3,3,4,3,,,1,,,,4,2,2,1,2,,160,3,4,4,2,2,2,2,2,2,,0,1,1,,,,2,3,6,4,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,8,2,,,,,,99999998,99999998,3,,,,,2,2,
3295,,5,2017,132.8870785,0,0,0,0,0,0,0,0,0,0,0,64976.33333,64976.33333,2,0,2,1,1,,,,2,2,,,,,,1,2,1,4,4,4,3,,,1,,,,4,1,3,1,2,,145,3,3,3,2,2,2,2,2,1,2,0,1,1,,,,2,3,4,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,6,2,,,,,,1988,99999998,3,,,,,2,2,
3296,,5,2017,1161.075434,0,0,0,0,0,0,0,0,0,0,0,17196,251972,4,2,2,1,1,,,,1,2,,,,,,1,2,3,2,2,3,4,,1,2,2200,,,4,1,2,2,2,,85,3,3,3,1,2,2,2,1,2,,0,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,5,2017,638.4731156,0,0,0,0,0,1200,0,0,0,42000,0,13425.75,144571.35,5,3,2,1,1,,,,1,2,,,,,,1,1,5,99999998,2,1,2,,1,2,1800,,,4,2,3,4,2,,80,3,4,2,1,2,2,2,1,,,0,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,,5,2017,273.3101408,0,0,0,0,0,0,0,0,0,0,0,0,49800,2,0,2,1,1,,,,1,2,,,,,,2,,1,3,3,3,3,,2,6,,,,5,,,,2,,99999998,,2,2,2,2,2,2,1,2,,0,1,1,1,1,99999998,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,,5,2017,417.6942345,0,0,0,12000,0,0,0,0,0,0,0,10356,198336,2,0,2,1,1,,1700,1300000,1,2,,,,,,1,1,5,3,4,2,2,1,,1,,2,2,8,,,,1,,200,3,5,5,2,2,2,2,2,2,,0,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,1,4,1981,8,99999998,,,,,,,,,,,
3303,,5,2017,436.4013336,0,0,0,0,0,0,0,0,0,0,0,4184.25,154184.25,4,2,2,1,1,,,2000000,1,2,,,,,,1,2,1,3,3,4,5,1,,1,,2,2,4,2,2,1,2,,120,3,3,3,2,2,2,2,1,2,,0,2,,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,2008,9,1,250000,1,700000,1,,,
3304,,5,2017,862.3018678,0,0,0,0,0,0,0,0,0,0,0,1800,141408,3,1,2,1,1,,,,1,2,,,,,,1,1,5,2,2,2,2,,,2,3000,,,4,2,3,3,2,,75,4,3,3,1,2,2,2,1,2,,0,2,,,,,2,3,5,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,3,,,,,,,,,,,,,,,,
3309,,5,2017,486.8310116,0,0,0,0,0,0,0,0,0,0,0,6594,50146.8,5,3,2,1,1,,,,1,2,,,,,,2,,1,4,4,4,5,,,1,,,,4,2,2,1,2,,99999998,,2,2,2,2,2,2,1,2,,0,2,,,,,3,3,5,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,99999998,3,,,,,,,,,,,,,2,2,
3310,,5,2017,365.839216,0,0,0,0,0,0,0,0,0,0,0,0,569371.1786,4,0,4,2,2,0,2000,6000000,1,1,2,2,1,2,2,1,2,5,2,2,1,2,1,,1,,2,1,8,,,,1,,160,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,1990,7,1,99999998,,250000,1,,,3
3311,,5,2017,1025.113841,0,0,0,0,0,0,0,0,0,0,0,15023.5,87023.5,4,2,2,1,1,2,,1250000,1,2,,,,,,2,,4,2,3,2,2,1,,1,,2,2,4,2,5,1,1,,78,3,3,2,1,2,2,1,2,2,,0,,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,1,2016,1,1000000,1,,,,,,,,,,3
3313,,5,2017,427.8727325,0,0,0,0,0,0,0,0,0,0,0,43067.66667,50067.66667,5,3,2,1,1,,,,1,2,,,,,,1,1,1,3,4,4,5,,,7,,,,4,3,2,1,2,,15,4,1,1,2,2,2,2,1,,,0,2,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,,5,2017,848.4387087,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,,600000,1,2,,,,,,2,,3,99999998,3,4,3,1,,1,,2,2,4,2,5,5,2,,76,1,3,3,2,2,2,1,1,2,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,2,1,1,1992,99999998,57000,2,,,,,,,,,,3
3316,,5,2017,374.4570939,0,0,0,0,0,0,0,0,0,0,0,0,246000,3,0,3,1,2,,,,1,2,,,,,,1,1,3,3,3,1,1,,,3,,,,4,2,4,2,2,,110,3,4,3,1,2,2,2,2,1,2,1,1,1,,,,1,3,1,3,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,6,,,,,,,,,,,,,,2,2,
3317,,5,2017,343.8411276,0,0,0,0,0,0,0,0,0,0,0,0,91159.98611,2,0,2,1,1,,,,1,2,,,,,,1,1,2,1,3,2,3,,,2,3100,,,2,1,2,1,2,,90,2,3,3,1,2,2,2,2,2,,0,2,,,,,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,,,,,,,,,,,,,,,,
3318,,5,2017,402.4498254,0,0,0,0,0,0,0,0,0,0,0,4056,105504,4,2,2,1,1,,,1500000,1,2,,,,,,1,1,2,2,2,4,3,1,,1,,2,2,8,,,,1,3,280,4,3,3,1,2,2,2,3,1,1,0,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,99999998,99999998,3,,,,,,,
3319,,5,2017,843.899422,0,0,0,0,0,0,0,0,0,12000,0,42894.33333,54894.33333,4,2,2,1,1,,,,1,2,,,,,,2,,5,3,3,4,5,,1,2,1100,,,4,2,5,3,1,,80,3,3,2,1,2,2,1,2,2,,0,,,1,1,60,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,,5,2017,650.6452551,0,0,0,0,0,0,0,0,0,0,0,0,110500,2,0,2,1,1,2,,,2,2,,,,,,1,1,2,3,3,3,3,,,2,700,,,4,1,2,1,2,,60,4,4,2,2,2,2,2,1,1,2,0,2,,,,,2,3,6,3,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
3321,,5,2017,263.2393484,0,0,0,0,0,0,0,0,0,0,0,11598,763865,2,0,2,1,1,,,,2,2,,,,,,1,2,5,3,3,2,2,,,6,,,,8,,,,2,,100,4,4,2,1,2,2,1,2,1,2,0,1,1,,,,2,3,2,4,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,,,,,,,,,,,,,,,,
3322,,5,2017,239.597269,0,0,0,0,0,0,0,0,0,0,0,0,108000,1,0,1,1,0,,,,1,2,,,,,,2,,3,2,2,2,2,,,6,,,,5,,,,2,,80,3,4,4,2,2,2,1,2,2,,0,1,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,,5,2017,246.1463871,0,0,0,0,0,0,0,0,0,0,30129,31478,157607,3,0,3,2,1,,,3000000,1,2,,,,,,1,1,2,2,2,3,3,1,,1,,2,2,4,1,3,2,1,,125,3,3,3,1,2,2,2,2,1,2,0,,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,1985,99999998,3,,,,,,,
3324,,5,2017,411.9028165,0,0,0,0,0,0,0,0,0,0,0,42455,198455,9,4,5,2,3,,,99999998,1,2,,,,,,1,2,3,3,3,3,3,1,,1,,2,2,4,2,3,2,2,,95,4,3,2,2,2,2,2,2,2,,0,2,,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,99999998,99999998,1,99999998,,99999998,,,,
3327,,5,2017,299.179927,0,0,0,0,0,0,0,0,0,0,0,0,265392,4,0,4,2,2,,1000,99999998,1,1,1,2,1,2,2,1,3,5,3,3,3,5,1,,1,,2,2,8,,,,2,,150,4,5,4,2,1,2,1,4,1,1,0,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1996,99999998,4,99999998,,150000,1,,,
3328,,5,2017,855.8861872,0,0,0,0,0,0,0,0,0,0,0,0,474000,5,0,5,3,2,,750,3000000,2,1,1,2,1,2,2,1,3,3,3,3,3,3,,,1,,,,8,,,,1,,200,4,5,5,1,1,1,1,3,1,2,0,,,,,,2,3,4,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6,2,,,,,,1991,8,1,99999998,,99999998,,2,2,
3329,,5,2017,770.036918,0,0,0,0,0,0,0,0,0,0,0,9240,9240,4,2,2,1,1,,,1600000,2,2,,,,,,1,1,5,3,3,2,2,,,1,,,,4,2,5,2,2,,85,4,4,3,2,2,2,2,2,1,1,1,2,,,,,2,3,6,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,10,1,2,2013,5,1280000,1,,,,,,,,2,2,
3330,,5,2017,1149.617635,0,0,0,0,0,0,0,0,0,0,0,27358.83333,283437.8333,3,0,3,1,2,,,99999998,1,2,,,,,,1,1,5,99999998,3,4,3,1,,1,,2,2,4,2,4,2,2,,112,3,4,4,1,2,2,2,2,2,,0,1,1,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,6,1,2,1993,3,276000,1,,,,,,,,,,
3334,,5,2017,486.4311197,0,0,0,0,0,0,0,0,0,0,0,1800,167400,3,1,2,1,1,,,,1,2,,,,,,1,1,3,4,4,3,3,,1,2,2600,,,8,,,,2,,70,4,2,2,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,,5,2017,363.8550606,0,0,0,0,0,0,0,0,0,0,0,4056,40056,4,2,2,1,1,,,,1,2,,,,,,1,1,6,2,4,4,3,,,3,,,,1,2,2,1,2,,140,4,3,2,2,2,2,2,1,1,2,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,,5,2017,1443.474935,0,0,0,0,0,0,0,0,0,0,4627,41902,70733,2,0,2,1,1,,,,1,2,,,,,,1,1,3,5,4,4,4,,1,2,2000,,,4,4,8,4,2,,,4,3,3,1,2,2,2,2,2,,1,2,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,,5,2017,1338.631459,0,0,0,0,0,70000,0,0,0,0,0,4056,416056,5,2,3,1,2,,,99999998,1,2,,,,,,1,1,3,3,4,4,3,1,,1,,2,2,5,,,,2,,124,3,3,3,2,2,2,1,1,1,2,0,1,1,1,1,150,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,2,1994,8,128000,1,,,,,,,,,,
3341,,5,2017,561.9622789,0,0,0,0,0,0,0,0,0,0,0,27.66666667,209531.6667,2,0,2,0,2,,,,2,2,,,,,,2,,3,3,3,4,3,,,2,4300,,,4,3,4,3,2,,100,2,3,2,1,2,2,2,2,1,2,0,2,,,,,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,4,,,,,,,,,,,,,,,,
