Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,zkifa_PensiaLemb,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,AimShinuiKtovet,KesefHutzAcher,MeshivHitnahalut,m_SetachMigrashBayitprati,SugMatbeaHutzAcher,HaskaPikdon1,HaskaChisachon1,HaskaNeemanut1,HaskaLoNeemanut1,SchumHalvaaLoDiyur1,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,M_ShuviDira,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,meshiv_hacnasot,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,Meshiv_Nechasim,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MisparKoma1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,DiraNosefet121,DiraNosefetP121,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,KarkaChaklaitSetach1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,GodelKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,KniyaAtiditDira1,MechiraDiraNKama1,MechiraDiraNosefet1,ShuviDirotLoMegurim1,GemelVPizuyimMB1,BituachMenahalimMb1,kPensiaMB1,PikdonotMB1,TChisachonMB1,kHishMB1,kNeemanutMB1,Cluster2015,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,CheshbonChasum1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1,PniyaBank1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,SugCheshbon1,m_SchumHalvaaDiyur1,M_ChodashimMinus1,M_PeamimPniyaBank1,M_ChodashimCheshbonChasum1,m_KesefMB1,OmdanShuviDira
4162,,6,2018,500.6693942,0,0,0,46800,0,0,0,0,0,0,0,23030,161630,0,1,0,1,1,0,1,,1,,,200000,99999998,,,,2,2,5000,1,560000,,,,,2,,,,,,1,1,3,1,3,3,2,3,1,1,,1,,2,2,4,,4,7,4,2,,74,3,3,3,1,2,2,1,1,2,,0,2,,,,,2,2,6,3,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,4,1,2,1990,99999998,25000,2,,,,,,,,,,3,,,2,2,1,1,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,1,2,2,4,2,2,2,,,,,,,,,,,,,,2,,,1,2,2,,0,,,,,,,,,10,2018,20,1,0,,,,4,547087.079
4164,,6,2018,620.3674516,0,0,0,0,0,0,0,0,0,0,66416,17520,83936,1,1,0,1,0,1,1,,1,,,,,,,,2,2,99999998,1,99999998,,,,,2,,,,,,2,,2,1,3,3,3,3,1,1,,1,,2,2,4,,2,4,4,2,,75,4,3,3,2,2,2,2,2,2,,3,2,,2,,,2,3,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,3,1,1,1971,99999998,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,8,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,4,2971744.881
4167,,6,2018,452.1634259,0,0,0,0,0,0,0,0,0,0,314621,29930,378151,1,2,0,2,1,1,1,,1,,,500000,50000,,,100000,2,1,50000,1,2500000,,,,,1,1,2,1,2,2,1,2,5,1,4,4,4,4,1,1,,1,,2,2,3,,2,6,3,1,,160,3,5,5,2,1,2,1,3,1,1,0,,,2,,,2,3,6,3,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,6,1,1,1992,11,300000,2,,,,,,,,,,,,,99999998,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,1,1,1,2,7,2,1,1,1,2,2,2,1,2,2,,,,,,1,2,,,1,2,1,2,11,2018,18,,,,,,,11,2018,18,1,0,12,,1,5,2139146.339
4169,,6,2018,620.3674516,0,0,0,0,0,0,0,0,0,0,69753,13818,83571,1,1,0,1,0,1,1,,1,,,,,99999999,,,2,2,99999998,1,99999998,,,,,2,,,,,,1,1,3,1,3,3,4,3,1,1,,1,,2,2,4,,2,4,2,2,,60,4,3,3,2,2,2,2,1,2,,0,2,,2,,,1,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,99999998,1,1,1992,7,99999999,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,1,1,8,2,1,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,0,,,,,,1,0,,,,3,
4171,,6,2018,912.3115479,0,0,0,176400,0,0,0,0,0,0,0,18424,194824,0,1,0,1,1,0,1,,1,,,,,,,,2,2,99999998,1,1670000,,,,,1,1,2,1,2,2,1,2,4,1,5,3,3,3,1,1,,1,,2,2,4,,2,6,3,2,,90,1,4,2,1,1,2,1,2,2,,1,2,,,,,1,2,8,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,4,1,1,2015,10,1700000,1,,,,,,,,,,,1,3,2,2,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,4,,,,,1,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,1673818.116
4174,,6,2018,620.3674516,0,0,0,240000,0,0,0,0,0,0,72000,13818,325818,0,1,0,1,0,1,1,,1,,,99999999,,99999999,,,2,2,99999998,1,3500000,,,,,1,4,2,1,1,2,1,1,4,1,3,3,2,2,1,1,,1,,2,2,4,,4,8,4,2,,96,1,3,3,2,2,1,2,2,2,,1,2,,2,,,1,3,1,3,2,1,1,2,2,,1,2,2,2,2,2,2,2,2,2,2,5,1,1,2003,4,280000,2,,,,,,,,,,3,,,2,2,1,1,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,1,1,8,1,2,1,,,,,,,,,4,,,,,1,,,,1,2,,,,,0,,,0,,,0,,,1,0,,,,5,2824844.752
4175,,6,2018,306.7987318,0,0,0,0,0,0,0,0,0,0,132331,36267,168598,1,2,0,2,1,1,1,,1,,,,,,,15000,2,1,30000,1,99999998,,,,,1,1,2,1,2,2,1,1,3,1,3,3,3,3,1,1,,1,,2,2,4,,2,4,4,2,,120,1,5,3,1,1,2,1,2,1,2,1,1,1,2,,,1,3,4,3,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,8,1,2,2002,10,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,8,2,2,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,12,,,4,2640355.415
4177,,6,2018,862.088154,0,0,0,0,0,0,0,0,0,0,0,29076,29076,0,1,0,1,0,1,,,1,,,,,,,,2,2,99999998,2,,,,,,2,,,,,,2,,3,1,3,3,3,3,1,,,7,,,,4,1,4,1,,2,,99999998,,1,1,2,2,2,2,1,2,,0,2,,2,,,2,3,5,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,99999998,99999998,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,7,,,,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,99999998,
4181,,6,2018,830.8238689,0,0,0,0,0,0,0,0,0,0,0,27846.58333,27846.58333,0,1,0,1,0,1,2,,1,,,,,,,,2,2,99999998,1,,,,,,2,,,,,,2,,1,1,3,3,4,4,1,,,2,6600,,,99999998,,,,,2,,40,4,2,1,2,2,2,2,1,2,,4,1,,2,,,1,2,6,3,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,,8,,,,,,,,,,,,,,,,,1,1,,1,,,2,,2,,,2,,,2,,,,,,2,,2,1600000,2,2,2,2,2,2,2,8,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,
4183,,6,2018,620.3674516,0,0,0,0,0,0,0,0,0,0,0,29098.5,29098.5,0,1,0,1,0,1,1,,1,,,,,,,,2,2,3000,2,99999998,,,,,1,4,2,2,1,2,2,,1,1,3,4,4,3,1,1,,1,,2,2,4,,2,4,2,2,,50,4,2,2,2,2,2,2,1,2,,0,2,,2,,,3,3,4,3,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2003,99999998,78000,2,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,8,,,,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,3,1504561.976
4184,,6,2018,620.3674516,0,0,0,48000,0,0,0,0,0,0,0,25931,73931,0,1,0,1,0,1,1,,1,,,100000,,,,,2,2,5000,1,99999998,,,,,2,,,,,,2,,2,1,3,3,3,3,1,1,,1,,2,2,4,,4,6,4,2,,70,4,3,2,2,2,2,1,2,2,,2,1,1,,,,1,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,1,2,2001,99999998,99999998,0,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,1,2,2,2,8,2,2,1,,,,,,,,,,,,,,2,,,1,2,2,,,,,,,,,,,5,2018,31,1,0,,,,3,2746648.997
4185,,6,2018,959.7798563,0,0,0,0,0,0,0,0,0,0,0,35428,35428,0,1,0,1,0,1,1,,1,,,,,,,,2,2,0,2,,,,,,2,,,,,,2,,1,1,4,4,4,5,1,,1,2,1600,,,4,,2,3,4,2,,99999998,,3,3,2,2,2,2,1,,,0,2,,2,,,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,5,,,,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,1,
4188,,6,2018,741.4896333,0,0,0,0,0,0,0,0,9079.6248,0,10800,78026,97905.6248,0,1,0,1,0,1,1,,1,,,,,,,,2,2,15000,1,99999998,,,,,2,,,,,,1,1,1,1,99999998,3,4,3,1,1,,1,,2,2,4,,3,4,3,2,,90,1,3,3,1,2,2,1,2,1,1,1,1,1,2,,,1,3,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,1,2007,6,320000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,9,2,2,1,2,,,,,,,,,,99999998,,,1,,,,2,1,2,,,,,,,,,,,,,1,0,5,,,1,2397936.089
4192,,6,2018,962.7327338,0,0,0,0,0,0,0,0,0,0,0,17031,17031,0,1,0,1,1,0,1,,1,,,,,,,,2,2,99999998,1,99999998,,,,,2,,,,,,2,,3,1,99999998,5,4,5,1,1,,1,,2,2,4,,2,4,2,2,,57,4,2,2,1,2,2,2,1,2,,0,1,1,2,,,3,3,1,2,2,2,2,1,2,,1,2,2,1,2,2,2,2,2,2,,2,1,1,1984,99999998,25000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,7,99999998,99999998,1,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,12,,,1,752373.8771
4196,,6,2018,247.487076,0,0,0,0,0,0,36000,0,0,0,89760,13818,139578,0,1,0,1,1,0,1,,1,330,,,,500000,500000,,2,2,10000,1,99999998,50,,50,,2,,,,,,1,1,2,1,3,3,4,4,1,1,,1,,2,2,7,,,,,2,2,170,3,5,5,1,1,2,1,3,1,2,0,1,1,,,,1,2,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,2,,,,,,1995,7,1,27000,2,600000,1,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,2,2,2,2,1,5,2,2,2,,,,,,,,,,,,,,2,1,1,,1,2,,,,,7,2018,10,7,2018,10,,,,1,0,,,,4,2759761.322
4201,,6,2018,639.025137,0,0,0,0,0,0,0,0,0,0,0,29212,29212,0,1,0,1,0,1,,,1,,,,,,,,2,2,3000,1,,,,,,1,2,2,1,1,2,2,,4,1,3,4,4,4,1,,,2,300,,,4,0,6,9,,2,,50,4,2,2,1,2,2,2,1,2,,2,2,,2,,,2,3,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,6,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,3,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,2,
4203,,6,2018,589.2327104,0,0,0,0,0,0,0,0,0,0,100738,17958,118696,1,1,0,1,0,1,1,,1,,,,,,,,2,2,99999999,1,99999998,,,,,2,,,,,,1,1,1,1,3,3,3,3,1,1,,1,,2,2,4,,4,7,4,2,,85,4,3,2,1,2,2,2,2,1,1,2,1,1,,,,2,3,3,3,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,99999998,1,2,2006,3,99999999,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,7,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,99999999,
4206,,6,2018,489.139966,0,0,0,0,0,0,0,0,4000,0,0,36450,40450,0,1,0,1,0,1,2,,1,,,,,,,,2,2,99999998,2,,,,,,1,4,2,2,1,2,2,,2,1,3,3,4,3,1,,,3,,,,4,1,2,3,,2,,99999998,,4,4,1,2,2,2,2,2,,1,1,,2,,,1,3,2,3,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,2,2,,1,1,,1,,,2,,2,,,2,,,2,,,,,,2,,2,99999998,2,2,2,2,2,2,2,8,,,,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,3,
4208,,6,2018,398.8786862,0,0,0,0,0,0,0,0,0,0,0,47821,47821,0,2,0,2,1,1,1,,1,,,,,,,,2,2,3000,1,,,,,,2,,,,,,2,,3,1,3,2,4,3,1,,1,2,2100,,,4,,3,4,99999998,2,,99999998,,2,2,2,2,2,2,1,2,,0,1,1,,,,2,3,8,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,6,1,2,1,2,,,,,,,,,,,,,2,,,,2,1,1,,,,,,,,,,,,,1,0,4,2,,3,
4211,,6,2018,2274.423403,0,0,0,0,0,0,0,0,0,0,960000,11515,995515,0,1,0,1,0,1,1,,1,,,,,,,,2,2,12000,1,1800000,,,,,1,1,2,1,2,2,1,1,3,1,3,3,4,3,1,1,,1,,2,2,2,,3,4,2,1,,80,3,3,3,2,2,2,1,2,2,,1,,,1,1,80,1,1,5,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,1,2,2006,7,1200000,1,,,,,,,,,,99999998,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,8,1,2,1,,,,,,,,,4,,,,,1,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,2369661.919
4212,,6,2018,620.3674516,0,0,0,0,0,0,0,0,0,0,0,13818,13818,0,1,0,1,0,1,1,,1,,,99999999,99999999,,,,2,2,99999998,1,3000000,,,,,2,,,,,,2,,5,1,3,3,2,99999999,1,1,,1,,2,2,4,,2,4,3,2,,65,3,3,3,2,2,2,2,1,2,,1,2,,2,,,2,3,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1989,12,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,2,1,1,1,2,8,2,1,1,,,,,,,,,,,,,,2,,,,2,2,,0,,,,,,,,,0,,,1,0,,,,5,2873304.54
4213,,6,2018,469.0843919,0,0,0,0,0,0,0,0,0,0,117730,48317.5,316047.5,1,2,0,2,1,1,1,,1,,,,,,,185000,2,1,13000,1,99999998,,,,,2,,,,,,1,2,5,1,3,3,4,4,1,1,,1,,2,2,2,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,99999998,1,1,99999998,99999998,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,2,2,7,2,2,1,,2,2,2,1,2,2,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,1,
4214,,6,2018,1280.138648,0,0,0,0,0,0,0,0,0,0,0,900,122378,0,5,1,4,2,2,1,,1,,,,,,,,1,2,99999998,1,2200000,,,,,2,,,,,,1,1,3,1,3,3,4,3,1,1,,1,,2,2,3,,4,6,3,2,,160,3,5,5,1,1,2,2,4,1,1,1,1,2,2,,,1,3,5,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,9,1,2,2010,8,1700000,1,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,8,2,2,2,2,,,,,,,2,,,,,,2,,,,2,1,1,,,,,,,,,,,,,1,760000,12,3,,99999998,2573320.027
4216,,6,2018,739.0722072,0,0,0,0,0,0,0,0,0,0,0,4606,364606,0,1,0,1,1,0,1,,1,,,1000000,,,,,2,2,120000,1,1500000,,,,,2,,,,,,1,1,1,1,3,3,3,3,1,1,,1,,2,2,4,,4,7,4,2,,100,1,4,4,1,1,2,2,2,1,2,2,1,1,,,,1,3,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,9,1,2,2008,9,900000,1,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,1,2,6,2,2,2,,,,,,,,,,,4,,,1,,,1,2,2,,,,,,,,,,,7,2018,9,1,0,,,,4,1351437.654
4219,,6,2018,380.8170332,0,0,0,0,0,0,0,0,0,0,87870,0,807870,1,2,0,2,1,1,1,,1,,,1000,,,,70000,1,1,50000,1,1700000,,,,,2,,,,,,1,2,3,1,4,4,4,5,1,1,,1,,2,2,4,,2,2,2,2,,89,3,4,1,1,1,2,2,2,1,2,1,1,1,2,,,2,3,8,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,8,1,1,2013,5,1500000,1,,,,,,,,,,,1,2,2,2,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,1,2,8,2,1,1,2,2,2,2,1,2,2,2,,,,,,2,,,1,2,1,2,,,,,,,,,,6,2018,25,1,350000,12,,,1,2044308.822
4220,,6,2018,624.4161145,0,0,0,0,0,0,0,0,0,0,0,23030,23030,0,1,0,1,1,0,,,1,,,,,,,,2,2,99999998,1,99999998,,,,,,,,,,,2,,5,1,3,3,4,3,1,,,1,,,,4,2,2,4,,2,,,,2,2,1,2,2,2,2,2,,0,2,,2,,,2,3,4,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,,3,1,1,1995,3,99999998,,,,,,,,,2,2,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,2,2,2,2,2,8,2,2,1,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,99999998,,,4,
4222,,6,2018,480.6776581,0,0,0,0,0,0,0,0,0,0,0,10521.25,130521.25,0,2,0,2,1,1,2,,1,,,,,,,80000,2,1,25000,1,,,,,,2,,,,,,1,1,4,1,3,3,3,3,1,,,2,4800,,,4,3,4,7,,2,,140,4,4,3,1,2,2,2,2,1,2,1,2,,2,,,2,3,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,99999998,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,99999998,1,2,1,2,2,2,2,8,2,1,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,3,,,1,
4223,,6,2018,627.5717975,0,0,0,0,0,0,0,0,0,0,0,0,480000,0,2,0,2,2,0,1,,1,,,3000000,99999998,99999998,,,2,2,40000,1,99999998,15,,85,,2,,,,,,1,1,4,1,3,3,2,3,1,1,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,1,1,2,2,,,,1,2,900000,,2,,,2,,,,,,2,,2,99999998,1,1,1,1,1,1,1,9,2,2,1,,,,,,,,,4,,4,,,1,,,1,1,2,,0,,,0,,,0,,,8,2018,26,1,0,,,,5,
4225,,6,2018,866.0365609,0,0,0,0,0,0,0,0,0,0,0,0,243312,0,1,0,1,0,1,1,,1,,,99999998,99999998,,,,2,2,14000,1,1500000,,,,,1,1,2,1,2,2,1,1,5,1,99999998,3,2,2,1,1,,1,,2,2,1,,1,4,2,2,,114,3,4,2,1,2,2,1,2,1,1,1,1,1,2,,,1,3,5,3,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,8,1,2,2003,6,126000,2,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,1,1,2,5,2,2,1,,,,,,,,,3,,,,,1,,,,2,2,,0,,,,,,,,,0,,,1,0,,,,5,1577556.865
4226,,6,2018,858.3964706,0,0,0,0,0,0,0,0,0,0,0,50770,50770,0,2,0,2,1,1,1,,2,,,,,,,,2,2,1000,2,99999998,,,,,1,4,2,1,1,2,2,,2,2,5,5,4,5,2,1,,1,,2,2,4,,4,7,4,2,,99999998,,3,3,2,2,2,2,1,2,,2,2,,,,,3,3,8,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,,99999998,1,1,99999998,99999998,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,5,,,,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,2,,,1,
4228,,6,2018,427.3192,0,0,0,0,0,0,0,0,0,0,15055,35249.33333,320304.3333,1,5,2,3,2,1,,,1,,,,,,,100000,2,1,20000,1,,,,,,2,,,,,,1,1,3,1,3,3,3,3,1,,,2,6000,,,1,7,1,7,,2,,150,4,5,4,1,1,2,2,2,1,1,1,1,,2,,,2,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,7,2,2,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,10,,,1,
4229,,6,2018,510.381547,0,0,0,0,0,0,0,0,0,0,0,0,85000,0,1,0,1,1,0,1,,1,,,,,99999998,1000000,,2,2,2000,1,1500000,25,,,,1,1,2,1,2,2,1,1,3,1,4,4,4,4,1,1,,1,,2,2,4,,4,9,4,2,,100,4,4,4,1,1,2,1,3,1,2,2,2,,2,,,1,3,1,3,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,7,1,2,1998,99999998,7000000,1,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,1,7,2,2,1,,,,,,,,,,,,,,2,1,,,1,2,,,,,11,2018,20,0,,,,,,1,0,,,,4,1646077.338
4230,,6,2018,574.4020516,0,0,0,0,0,0,0,0,0,0,0,0,114000,0,1,0,1,1,0,1,,1,,,,,300000,2000000,,2,2,8000,1,2800000,20,,80,,2,,,,,,2,,3,1,3,3,2,2,1,1,,1,,2,2,1,,2,4,2,2,,35,3,2,2,1,2,2,1,1,2,,0,1,1,2,,,2,3,5,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1991,1,90000,2,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,1,1,8,2,2,2,,,,,,,,,,,,,,2,1,1,,1,2,,,,,5,2018,31,5,2018,31,,,,1,0,,,,5,1797582.942
4232,,6,2018,624.4161145,0,0,0,0,0,0,0,0,0,0,0,13791.5,103850.5,0,1,0,1,1,0,,,1,,,,,,,,2,2,99999999,1,,,,,,2,,,,,,2,,2,1,4,4,4,3,1,,,2,3200,,,4,1,3,4,,2,,65,4,2,1,1,2,2,2,1,2,,0,1,,2,,,2,3,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,99999998,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,2,2,8,2,2,1,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,12,,,1,
