Siduri,wave,s_seker,MisparPrat,MishkalPrat,MishkalOrech,MezahePrat,Leom,YachasKirvaKalkali,SafaNosefetIvrit,SafaNosefetAravit,SafaNosefetAnglit,SafaNosefetRusit,SafaNosefetZarfatit,SafaNosefetSfaradit,SafaNosefetIdish,SafaNosefetLoYodea,K_SemelMiktzLim1,K_SemelMiktzLim2,K_sug_mosad,K_ShnLimKlali,K_SafaIkarit,K_SfatEm,bmi,Dat1,DatAteist1,DatiutLoYehudi1,DatiutYehudi1,Gil1,Mazav1,MisparMeshivP1,Yachas1,NifkadGalKodemH1,MaonGan1,MaonGanYesodi1,BateySeferLamad1,BSYsh1,IvritDibur1,IvritKria1,IvritKtiva1,Kita1,KriaHanaa1,limudim1,MiktzLim1Asakim1,MiktzLim1MadaeiHevra1,MiktzLim2Asakim1,MiktzLim2MadaeiHevra1,TeudaEretz1,TeudaGvoha1,BeayaBriut1,BeayaMafria1,KoshiHalicha1,KoshiLehitrachetz1,KoshiLevush1,KoshiMB1,KoshiReia1,KoshiShmia1,KoshiZikaron1,MatzavBriut1,K_Gova,K_Mishkal,MisparAv,MisparEm,MisparAchrai,TchunatAvodaShvuit,TchunatAvodaBederechKlal,TchunatAvodaShnatit,ShaotBdk,SemelAnaf1,SemelAnafY1,SemelMishlach1,SemelMishlachY1,HaimMemune,HaimMenahel,ImutAnaf1,ImutAnafAgaf1,ImutMishlach1,Zminut1,SibaLoZamin1,ChipesChodesh1,MekomotAvoda1,MamadAvoda1,KamaKfufim1,MekabelSachar1,Yamim1,C_SachLemaase1,Oved351,MisraMelea1,IkaritPachot351,MikumAvoda11,AvadShana1,MamadAvoday1,MekabelSacharY1,YamimY1,ShaotAvodaY1,Oved35Y1,MisraMeleaY1,MikumAvodaY11,KamaAvadK1,SibaIkarit12Chod1,ChipesShana1,ShanaAzmai,Avad12Hodashim,BrutoSachir,AchnBruAvodKodem1,BrutoAzmaiShnati1,kamaAvadNYch,RechevChevra1,rechevkalul1,havraakalul1,matanakalul1,maanakkalul1,hishtatfutkalul1,tashlumacherkalul1,pitzuyimkalul1,pidyonkalul1,bituach1,misparhodashimbituah1,schumbituach1,achnsmartafut1,achnmeshekbayit1,achnshiurprati1,achnhartzaa1,achacherz1,misparhodashimsmartafut1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimhartzaa1,misparhodashimachacher1,schumsmartafut1,schummeshekbayit1,schumachnshiurprati1,schumachnhartzaa1,schumachacherz1,kamaAvadN2,hatavotLoBBruto,SacShnati_LePratMeAvoda,Tlush1,Ofen_Mehush1,HashavAni1,KamaAvaddY1
2320,6,2018,6,742.24369079,,01-04422-06,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,6,,1,3,2,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,1,1,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2321,6,2018,1,766.81217646,1593.3488393,01-04424-01,1,1,0,0,1,0,0,0,0,0,3,,3,6,1,1,25.510204082,1,,,2,55,1,,1,1,,,1,,,,,,4,1,,,,,1,5,2,,,,,,1,1,1,1,5,7,,,,2,2,2,32,P,,2,,2,,1,1,1,,,,1,1,,1,5,32,,1,,,,,,,,,,,0,,,,12,20000,0,0,12,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,240000,2,,4,
2321,6,2018,2,759.58303754,1648.841164,01-04424-02,1,2,1,1,1,0,1,0,0,0,,,,6,1,9,25.661152035,1,,,,61,1,,2,1,,,1,,1,1,1,,2,1,,,,,,3,2,,,,,,1,1,1,1,8,10,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
5896,6,2018,3,394.16515666,,01-04424-03,1,1,0,0,1,0,0,0,0,0,6,6,1,6,1,1,30.421849648,1,,,,34,1,,1,1,,,1,,,,,,3,1,1,,3,,1,4,2,,,,,,1,1,1,1,6,11,,,,3,1,2,998,H,,8,,1,1,,,,,,,3,2,4,,7,998,1,0,,3,,,,,,,,,0,,,2018,12,0,0,192000,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,192000,,1,2,
2321,6,2018,5,859.21482468,,01-04424-05,1,3,0,0,1,0,0,0,0,0,,,,5,1,1,25.282569899,1,,,,23,5,,3,1,,,1,,,,,,2,2,,,,,,2,2,,,,,,1,1,1,1,4,6,,,,1,1,2,40,S,,3,,2,,1,1,1,,,,1,1,,1,6,40,,0,,,,,,,,,,,0,,,,12,6462,0,0,12,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,77544,,,4,
2321,6,2018,6,934.28079197,2145.4248416,01-04424-06,1,3,0,0,1,0,0,0,0,0,,,,5,1,1,23.629489603,1,,,,20,5,,3,1,,,1,,,,,,3,1,,,,,,2,2,,,,,,1,1,1,2,8,9,,,,1,9,,0,,,,,,,,,,,,,,,,,,0,,0,,,2,,,,,,,,0,6,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
2323,6,2018,1,868.58477776,2061.0956644,01-04426-01,1,1,1,0,0,0,0,0,0,0,6,,1,6,1,4,24.91349481,1,,,2,41,1,,1,1,,,1,,1,1,1,,3,1,,,,,1,4,2,,,,,,1,1,1,1,6,7,,,,3,1,2,998,G,,2,,2,,,,,,,,2,1,,1,5,998,1,0,,2,,,,,,,,,0,,,2018,12,17000,0,120000,12,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,324000,2,1,3,
2323,6,2018,2,757.06154294,2607.8892707,01-04426-02,1,2,0,0,0,0,0,0,0,1,,,,5,1,1,22.481329066,1,,,,34,1,,2,1,,,1,,,,,,3,1,,,,,,3,2,,,,,,1,1,1,1,4,4,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,
2323,6,2018,3,845.43468129,2544.1948615,01-04426-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,9,,1,3,2,,,,1,,,,3,2,2,,,,,,,,,,,,,1,1,1,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2323,6,2018,4,845.43468129,2544.1948615,01-04426-04,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,7,,1,3,2,,1,,1,,,,2,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2325,6,2018,1,1092.7639836,,01-04428-01,2,1,1,0,1,0,0,0,0,0,3,,1,6,2,2,15.916955017,3,,,,33,1,,1,2,,,1,,2,2,2,,3,2,,,,,1,5,2,,,,,,1,1,1,1,6,2,,,,2,3,2,10,P,,2,,2,,,,,,,,1,1,,1,4,10,,2,1,1,,,,,,,,,0,,,,12,2800,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,33600,2,,4,
2325,6,2018,2,1100.4679604,4497.9893079,01-04428-02,2,2,1,0,1,0,0,0,0,0,,,,5,2,2,35.349072087,3,,2,,35,1,,2,1,,,1,,1,1,1,,3,1,,,,,,3,2,,,,,,1,1,2,1,7,15,,,,1,1,2,50,G,,8,,2,,1,1,1,,,,1,1,,1,5,50,,0,,,,,,,,,,,0,,,,12,12000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,144000,2,,4,
2325,6,2018,3,811.84823841,2422.8099721,01-04428-03,2,3,1,0,1,0,0,0,0,0,,,,,2,2,,3,,,,10,,2,3,2,,,,1,,,,6,2,2,,,,,,,,,,,,,1,1,1,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2326,6,2018,1,1561.1019469,,01-04430-01,1,1,0,0,1,0,0,0,0,0,8,,1,6,1,1,23.624447493,1,,,5,34,5,,1,1,,,1,,,,,,4,2,,,,,1,5,1,4,,,,,1,1,1,2,4,5,,,,1,1,2,45,Q,,2,,2,,,,,,,,2,1,,1,6,45,,0,,1,,,,,,,,,0,,,2018,12,15000,0,30000,12,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,1,0,0,0,0,3,0,0,0,0,2500,,0,217500,2,1,4,
6025,6,2018,1,648.60222133,,01-04437-01,2,1,0,0,0,0,0,0,0,1,,,,2,2,2,28.344671202,3,,2,,34,2,,1,1,,,1,,4,5,5,,5,1,,,,,,7,1,2,2,2,2,2,1,1,1,3,5,9,,,,2,3,1,20,N,,9,,2,,,,,,,,1,1,,2,4,20,,2,1,1,,,,,,,,,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,
2330,6,2018,1,1339.1622011,,01-04438-01,1,1,0,0,0,1,0,0,0,0,3,,4,6,1,1,22.308149911,1,,,1,34,1,,1,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,1,4,5,,,,2,1,2,45,P,,2,,2,,1,1,1,,,,1,1,,1,5,21,,0,,,,,,,,,,,0,,,,12,6423,0,0,12,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,77076,,,4,
2330,6,2018,2,1159.5215899,,01-04438-02,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,10,,1,3,2,,,,1,,,,5,3,2,,,,,,,,,,,,,1,1,1,1,1,1,4,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2330,6,2018,3,1159.5215899,,01-04438-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,9,,1,3,2,,,,1,,,,4,2,2,,,,,,,,,,,,,1,1,1,1,1,1,4,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2330,6,2018,4,1273.7872702,,01-04438-04,1,2,0,0,1,0,0,0,0,0,,,,6,1,1,27.6816609,1,,,,35,1,,2,1,,,1,,,,,,3,1,,,,,,7,2,,,,,,1,1,1,1,6,9,,,,2,1,2,45,G,,2,,2,,1,1,1,,,,1,1,,1,5,29,,0,,,,,,,,,,,0,,,,12,5810.5,0,0,12,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,69726,,,4,
2333,6,2018,1,1370.346509,1513.4210498,01-04444-01,1,1,0,0,1,0,1,0,0,0,7,6,1,6,1,1,24.092970522,1,,,,35,1,,1,1,,,1,,,,,,1,1,,,,,1,5,2,,,,,,1,1,1,1,5,6,,,,1,1,2,45,K,,3,,2,,1,2,,,,,1,1,,1,5,45,,0,,2,,,,,,,,,0,,,,12,11000,0,0,12,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,400,132400,2,,4,
2333,6,2018,4,1395.7545586,3327.6656477,01-04444-04,1,2,0,0,1,0,0,0,0,0,14,,2,5,1,1,19.568236334,1,,,5,34,1,,2,1,,,1,,,,,,2,2,,,,,,3,1,3,1,1,1,1,1,2,1,1,7,5,,,,3,3,2,998,I,,5,,2,,2,,,,,,1,2,,,9,998,2,0,3,3,,,,,,,,,0,,,,12,0,0,16900,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16900,,2,3,
2333,6,2018,5,1273.8324137,2399.2199123,01-04444-05,1,3,0,0,0,0,0,0,0,0,,,,,,,,1,,,,6,,4,3,2,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,1,1,99999998,1,4,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6955,6,2018,1,915.23652163,,01-04446-01,1,1,0,0,1,0,0,0,0,0,6,,2,6,1,1,22.343515593,1,,,5,28,5,,1,2,,,1,,,,,,3,2,2,,,,1,4,2,,,,,,1,1,1,1,7,7,,,,6,0,1,0,,I,,5,,,,,,,,2,,,,,,0,,0,,,1,1,1,2,14,,2,1,0,,2,,8,2500,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20000,2,,2,8
2334,6,2018,2,976.5387675,,01-04446-02,1,1,0,0,1,0,0,0,0,0,6,1,1,6,1,1,25.826446281,1,,,2,62,1,,1,2,,,1,,,,,,2,1,1,,,,1,5,2,,,,,,1,1,1,1,7,9,,,,1,1,2,45,R,,1,,1,3,,,,,,,1,1,30,1,5,45,,0,,2,,,,,,,,,0,,,,12,25000,0,0,12,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,300000,2,,4,
2334,6,2018,3,1099.6622526,,01-04446-03,1,2,0,0,0,0,0,0,0,1,,,,5,1,1,21.671258035,1,,,,58,1,,2,2,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,1,5,4,,,,1,1,2,38,Q,,2,,2,,,,,,,,1,1,,1,5,38,,0,,1,,,,,,,,,0,,,,12,12000,0,0,12,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,144000,2,,4,
2334,6,2018,5,975.69448665,,01-04446-05,1,3,0,0,1,0,0,0,0,0,,,,,1,1,,1,,,,16,5,2,3,2,,,,1,,,,10,3,2,,,,,,,2,,,,,,1,1,1,1,8,6,2,3,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5740,6,2018,1,236.31894421,703.65410946,01-04448-01,1,1,0,0,1,0,0,0,0,0,14,,1,6,1,1,23.456790123,1,,,4,35,1,,1,1,,,1,,,,,,3,1,,,,,1,5,2,,,,,,1,1,2,1,8,8,,,,1,1,2,45,M,,2,,1,1,1,1,1,,,,1,1,7,1,5,36,,0,,,,,,,,,,,0,,,,12,15500,0,0,12,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,186000,2,,4,
2335,6,2018,2,327.07632583,565.50055939,01-04448-02,1,1,0,0,1,0,0,0,0,0,5,,1,6,1,1,22.481329066,1,,,3,67,1,,1,1,,,1,,,,,,2,1,,,,,1,6,2,,,,,,1,1,1,1,4,4,,,,6,0,2,0,,P,,2,,,,,,,,2,,,,,,0,,0,,,1,1,1,5,40,,,2,0,,,,12,18000,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,216000,2,,4,12
2335,6,2018,3,388.17100095,452.35784892,01-04448-03,1,2,0,0,1,0,0,0,0,0,13,,1,6,1,1,22.598140496,1,,,,69,1,,2,1,,,1,,,,,,2,1,,,,,1,5,2,,,,,,1,1,1,2,7,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
6221,6,2018,1,366.27747446,2477.1108776,01-04450-01,1,1,0,0,1,0,0,0,0,0,,,,5,1,1,28.719723183,1,,,4,35,5,,1,1,,,,,,,,,1,1,,,,,,1,2,,,,,,1,1,1,1,6,9,,,,1,1,1,45,C,,9,,2,,,,,,,,1,1,,1,5,45,,0,,1,,,,,,,,,3,,,,4,146.80555556,5300,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16046.805556,,,4,
2337,6,2018,1,1336.3326893,2121.2249646,01-04451-01,1,2,0,0,1,0,0,0,0,0,,,,6,1,1,22.222222222,1,,,5,64,1,,1,1,,,1,,,,,,4,1,,,,,,2,1,2,1,1,1,1,1,1,1,1,2,3,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
2337,6,2018,2,1559.0237476,4222.6309579,01-04451-02,1,1,0,0,0,0,0,1,0,0,,,,6,4,1,27.777777778,1,,,,63,1,,2,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,2,1,1,8,11,,,,1,1,2,56,D,,3,,1,1,,,,,,,1,1,1,1,6,56,,0,,2,,,,,,,,,0,,,,12,44000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,528000,2,,4,
2338,6,2018,1,911.97487365,,01-04452-01,1,2,0,0,0,0,1,0,0,0,,,,4,1,1,36.26243886,1,,,,68,1,,1,1,,,1,,,,,,1,1,,,,,,1,1,1,3,1,1,3,1,1,1,3,2,10,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
2338,6,2018,2,1063.9494915,2251.7363284,01-04452-02,1,1,0,0,1,0,1,0,0,0,,,,5,1,1,37.182260681,1,,,4,67,1,,2,1,,,1,,,,,,2,1,,,,,,3,1,2,2,1,1,1,1,1,1,2,6,15,,,,2,1,2,45,Q,,3,,1,1,1,1,1,,,,1,1,5,1,5,27,,0,,2,,,,,,,,,0,,,,12,6000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,72000,2,,4,
2339,6,2018,1,689.53934365,1429.0272796,01-04453-01,1,1,0,0,1,0,0,0,0,0,12,6,1,6,1,1,21.8299522,1,,,,35,1,,1,1,,,1,,,,,,3,1,,,,,1,5,2,,,,,,1,1,1,1,4,4,,,,1,1,2,40,,,,,2,,,,,,,,1,1,,1,5,40,,0,,2,,,,,,,,,0,,,,12,19497.333333,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,233968,,,4,
2339,6,2018,2,693.47020024,1469.1366455,01-04453-02,1,2,0,0,1,0,0,0,0,0,14,6,1,6,1,1,24.151672503,1,,,5,36,1,,2,1,,,1,,,,,,4,1,,,,,1,5,2,,,,,,1,1,1,1,8,9,,,,1,1,2,45,C,,2,,2,,1,1,1,,,,1,1,,1,5,45,,0,,,,,,,,,,,0,,,,12,19129.75,0,0,12,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,229557,,,4,
2339,6,2018,3,691.06544863,1270.8087515,01-04453-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,6,,2,3,2,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,1,1,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6890,6,2018,1,494.35690621,,01-04454-01,1,1,0,0,1,0,0,0,0,0,6,15,1,5,1,1,22.761467536,1,,,5,35,1,,2,2,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,1,4,4,,,,6,0,2,0,,J,,2,,,,,,,,2,,,,,,0,,0,,,1,1,1,5,37,,,2,0,,2,,11,6800,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,74800,2,,2,11
2340,6,2018,1,722.31994847,,01-04455-01,1,2,0,0,0,0,0,0,0,0,,,,6,1,1,25.351541374,1,,,,34,1,,1,1,,,1,,,,,,1,2,,,,,,,2,,,,,,1,1,1,1,6,8,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,
2340,6,2018,2,741.06006818,,01-04455-02,1,1,0,0,0,0,0,0,0,0,3,,4,6,1,1,23.795359905,1,,,1,31,1,,2,2,,,1,,,,,,1,1,,,,,1,4,2,,,,,,1,1,1,1,4,5,,,,1,1,2,35,S,,2,,2,,,,,,,,1,1,,1,5,35,,0,,1,,,,,,,,,0,,,,12,5000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1,2,2,0,0,12,0,0,0,0,3000,0,0,,0,96000,2,,4,
2340,6,2018,3,663.57673052,,01-04455-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,10,,2,3,2,,,,1,,,,5,3,2,,,,,,,,,,,,,1,1,1,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2340,6,2018,4,663.57673052,,01-04455-04,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,8,,2,3,2,,,,1,,,,3,2,2,,,,,,,,,,,,,1,1,1,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2340,6,2018,5,663.57673052,,01-04455-05,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,6,,2,3,2,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,1,1,99999998,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2341,6,2018,1,325.78166852,1840.3957571,01-04457-01,1,2,0,0,1,0,0,0,0,0,,,,5,1,1,29.136316337,1,,,1,37,1,,1,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,2,3,7,,,,6,0,1,0,,O,,4,,,,,,2,2,1,,,,,,0,,0,,,1,1,1,5,25,,2,2,0,,2,,3,3110,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9330,2,,2,3
2341,6,2018,2,398.85570107,,01-04457-02,1,1,1,0,0,0,0,0,0,0,,,,6,1,10,21.461936624,1,,,,38,1,,2,2,,,1,,1,1,1,,3,2,,,,,,1,2,,,,,,1,1,2,2,7,6,,,,1,1,2,40,C,,8,,2,,,,,,,,1,1,,1,5,40,,0,,2,,,,,,,,,0,,,,12,5000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60000,2,,2,
2341,6,2018,3,399.96244062,1762.6796007,01-04457-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,16,5,1,3,2,,,,2,,,,10,3,2,,,,,,,2,,,,,,1,1,1,1,5,3,2,1,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2341,6,2018,4,339.15842291,1762.6796007,01-04457-04,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,13,,1,3,2,,,,1,,,,7,2,2,,,,,,,,,,,,,1,1,2,1,99999998,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2341,6,2018,5,348.36793203,1762.6796007,01-04457-05,1,3,0,0,1,0,0,0,0,0,,,,,1,1,,1,,,,17,5,1,3,2,,,,1,,,,12,2,2,,,,,,,2,,,,,,1,1,2,1,4,4,2,1,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,12,0,0,0,0,80,0,0,0,0,,0,960,,,,
2341,6,2018,6,339.15842291,1762.6796007,01-04457-06,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,11,,1,3,2,,,,1,,,,5,1,2,,,,,,,,,,,,,1,1,1,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2341,6,2018,7,339.15842291,1762.6796007,01-04457-07,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,6,,1,3,2,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,2,1,99999998,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2342,6,2018,1,458.48091054,1481.3287483,01-04458-01,1,1,0,0,0,0,0,0,0,0,,,,6,1,1,17.715419501,1,,,1,37,1,,1,1,,,1,,,,,,4,1,,,,,,1,2,,,,,,1,1,1,1,5,3,,,,1,1,2,51,P,,2,,2,,,,,,,,2,1,,1,6,51,,0,,2,,,,,,,,,0,,,,12,10500,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,126000,2,,4,
